TradingDay,BrokerID,AccountID,PreMortgage,PreCredit,PreDeposit,PreBalance,PreMargin,InterestBase,Interest,Deposit,Withdraw,CurrMargin,CashIn,Commission,CloseProfit,PositionProfit,Balance,Available,WithdrawQuota,Reserve,Credit,Mortgage,ExchangeMargin,DeliveryMargin,ExchangeDeliveryMargin,ReserveBalance,CurrencyID,PreFundMortgageIn,PreFundMortgageOut,FundMortgageIn,FundMortgageOut,FundMortgageAvailable,MortgageableFund,SpecProductMargin,SpecProductCommission,SpecProductPositionProfit,SpecProductCloseProfit,SpecProductPositionProfitByAlg,SpecProductExchangeMargin,BizType,FrozenSwap,RemainSwap
20230920,9999,000160,0.000000,0.000000,100000000.000000,100000000.000000,1815378.000000,0.000000,0.000000,0.000000,0.000000,1821120.000000,0.000000,464.000000,-22675.000000,-6060.000000,99970801.000000,98149681.000000,78519744.800000,1000.000000,0.000000,0.000000,1821120.000000,0.000000,0.000000,0.000000,CNY,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000
20230921,9999,000160,0.000000,0.000000,99970801.000000,99970801.000000,1821120.000000,0.000000,0.000000,0.000000,0.000000,1820846.000000,0.000000,0.000000,0.000000,0.000000,99970801.000000,98149955.000000,78519964.000000,1000.000000,0.000000,0.000000,1820846.000000,0.000000,0.000000,0.000000,CNY,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000
